disp_area,disp_volume,disp_p_int,disp_p_max,disp_p_min,max_atom_area,sasa_area,sasa_volume,ip,ea,homo,lumo,bandgap,dipole_moment,electrophilicity,nucleophilicity,SMILES
362.46551394737645,350.23526693543505,18.734440833123134,44.81183658375821,9.247237285071714,36.0,530.8234256522833,822.992495083845,11.339589454677773,5.535736556207843,-0.3140985915923759,-0.2837756644723032,-0.030586733939738108,5.5703902076933804,1.1146507382575432,-6.493589454677773,[NH3]CCc1ccc(/C=C/c2cc(F)ccc2)cc1.[Cl]
303.36553554091313,284.6575689892276,18.19417046366572,43.52907846127749,9.083133732121379,29.0,446.45474763805396,676.7393457621922,11.346425363607608,4.678701156288909,-0.3105010892521379,-0.2665475883104086,-0.04384828112023834,5.381367826185901,0.7551047556849547,-6.500425363607607,[NH3]CCOc1cccc2ccccc12.[Cl]
360.9643695329899,346.97379262563084,18.659156376730365,46.07164387430509,9.215822255415032,35.99999999999999,525.2930537995051,810.041012319343,11.1803658924656,5.350832706243762,-0.31064931599277595,-0.27706360248693174,-0.03366618314378757,5.5427052595030775,1.0076927951607737,-6.334365892465602,[NH3]CCc1ccc(/C=C/c2ccccc2)cc1.[Cl]
346.70824150718437,334.22253104477386,19.142158297227358,49.328715534522836,9.29831829958313,34.00000000000001,489.9720566593464,770.3648288728125,11.203298696416825,5.611537362660524,-0.3182959041710638,-0.30676921505846694,-0.011809587124200167,5.064089389582624,1.137803130687621,-6.35729869641682,[NH3]CCc1ccc(cc1)/N=N\c1ccccc1.[Cl]
289.33798748917053,274.5067452970286,18.30907038861956,45.112006599260035,9.223648839823067,28.0,422.97241167904497,643.1734009802987,11.469441975872567,4.772815932913468,-0.3116743110911708,-0.26989648740378164,-0.04150402275046936,5.456022060355346,0.806650941528544,-6.623441975872567,[NH3]CCc1cc2ccccc2cc1.[Cl]
288.86126227947335,274.4489864915413,18.282635111577864,46.06091175791558,9.225194089569621,28.000000000000004,423.1367645900148,643.2454437992649,11.464739132126047,4.767430605461982,-0.31149465536800947,-0.26967279251287735,-0.041484070593555286,5.462371766917243,0.8041776755521802,-6.618739132126046,[NH3]CCc1ccc2ccccc2c1.[Cl]
260.0151339507164,243.2400662190075,18.271716904169537,45.45729598902418,9.063210226100951,24.0,390.29520674555613,583.4748618869269,11.491660694145715,5.276776891906334,-0.31615911077392433,-0.2896011267387292,-0.02644397938467531,5.072133645507732,1.0130286110277469,-6.645660694145718,[NH3]Cc1ccc2ncccc2c1.[Cl]
285.97020944253615,275.7474370992256,19.1376585115564,46.26362532871286,9.475427353725728,26.000000000000014,418.32092574481953,642.6979989443568,11.54685928129082,5.173988482899902,-0.3149377552840023,-0.2743674820708312,-0.04030663924488573,4.646415901403927,0.9760996345615114,-6.700859281290816,[NH3]CSc1ccc2ccccc2c1.[Cl]
271.02655093276456,251.77968159720632,17.139066510269227,44.7899064869109,8.094339728386677,25.999999999999993,402.9771596123563,599.7309932412356,11.523243059715643,3.494347121303243,-0.3103952465642269,-0.23558185728047756,-0.07481338928374932,5.517284167725949,0.4449981192701294,-6.677243059715643,[NH3]CCc1ccc(OC)cc1.[Cl]
267.3986327058814,250.41048804945459,18.231396145053036,45.33258624757048,9.109841665074796,25.0,399.35521616090216,598.0402479664195,11.53604740139413,4.989716355099953,-0.3104875002771861,-0.2770236300957349,-0.03327636429441085,5.350213758423655,0.8976601370556668,-6.690047401394131,[NH3]Cc1ccc2ccccc2c1.[Cl]
267.8366286379358,250.3895026452975,18.198402683233898,45.03730311921431,9.13203091579678,25.0,401.0882046156319,599.0473494174116,11.538741474174678,5.042037678923933,-0.3107351984804332,-0.27892609739175145,-0.03181067111574498,5.439593447224925,0.9204365229029923,-6.692741474174677,[NH3]Cc1ccc2c(c1)cccc2.[Cl]
259.5494550063624,243.1058749379501,18.32012459667396,41.78163536097082,9.059166682684877,24.000000000000004,387.97089487477814,581.4480982249796,11.572026706405422,5.227415546522764,-0.31757807728696125,-0.28902818575076683,-0.02854989153619446,4.643257906066998,0.9959595796339051,-6.726026706405421,[NH3]Cc1cnc2ccccc2c1.[Cl]
286.44031820159347,273.7077316367916,18.385470990064796,45.38235517966482,9.455008163412215,27.999999999999996,418.72489997424464,638.6330989262688,11.547905564374568,4.957428776149855,-0.3126649451812836,-0.276015093423587,-0.03686102677100313,5.2847487137636335,0.8882039498846853,-6.701905564374569,[NH3][C@H](C)c1ccc2c(c1)cccc2.[Cl]
285.4600498590803,273.0133887339304,18.37885732823661,45.00478690067494,9.452492532942298,27.999999999999993,418.84410636111306,638.8531060736804,11.549425850129271,4.9525499996494915,-0.31276300030238535,-0.27557631214954337,-0.037067541027437055,5.275784707105805,0.8863996091327377,-6.703425850129273,[NH3][C@@H](C)c1ccc2c(c1)cccc2.[Cl]
300.57271740142676,289.05615908224536,19.18771482289404,41.977917661107185,9.1817146527733,26.0,443.16823735440806,675.6576857974335,10.469403479581777,4.972286112178235,-0.2779226846541995,-0.26359140343727455,-0.014406942713293899,11.449747309443575,0.7547971540144011,-5.623403479581778,[NH3]CCc1ccc(c2cccs2)s1.[Cl]
457.3814323601948,457.558824653455,20.959097518213127,44.78419927354188,9.317206865801333,40.0,644.2726781241436,1034.5163430690386,10.025754416489312,5.902266058751684,-0.2834018581903846,-0.27605884980403156,-0.007184804932975032,12.654158255849191,1.1806305387814444,-5.179754416489313,[NH3]CCc1ccc(c2ccc(c3ccc(c4cccs4)s3)s2)s1.[Cl]
