disp_area,disp_volume,disp_p_int,disp_p_max,disp_p_min,max_atom_area,sasa_area,sasa_volume,ip,ea,dipole_moment,e_philicity,n_philicity,SMILES
158.01246853110243,126.8294696745997,13.59063695269576,29.263553146939117,7.999791033400493,12.0,261.3386697792188,337.474226070652,11.316319786553759,0.89,6.096876506736759,0.07569445900228752,-6.470319786553757,[NH3+]CC.[Cl-]
178.78230001128483,149.98833529509898,14.213800942133082,32.89605784251546,8.230043255895803,15.000000000000002,285.8957712923061,382.84470159630257,11.218007989933998,0.9265829197930384,6.071774929026072,0.07312578060880351,-6.372007989933999,[NH3+]CCC.[Cl-]
202.38145839238032,174.16153304729198,14.658789785167718,33.17630196005226,8.314216239416748,17.999999999999996,313.92276883331874,431.28771605618556,11.148580701746553,0.9469646661296426,6.089550637535536,0.07076996814080207,-6.302580701746553,[NH3+]CCCC.[Cl-]
226.365282311912,197.88336467221544,15.00192915075195,34.41418876532719,8.307892354117863,20.999999999999996,343.41166946466177,481.694670924929,11.091006340439817,0.9753562811605768,6.09114701185199,0.06975295645794378,-6.245006340439818,[NH3+]CCCCC.[Cl-]
254.031,222.399,15.115,31.533,8.211,24.0,380.11,538.133,11.056,1.042,6.012,0.072,-6.21,[NH3+]CCCCCC.[Cl-]
303.734,273.367,15.496,31.65,8.211,30.0,441.8,640.638,11.028,1.048,6.018,0.071,-6.182,[NH3+]CCCCCCCC.[Cl-]
405.538,371.183,16.056,32.015,8.23,42.0,564.22,844.354,11.001,1.05,6.027,0.07,-6.155,[NH3+]CCCCCCCCCCCC.[Cl-]
199.72949593409234,175.75682447812372,15.758057634535758,39.0068250436115,8.715023725316005,16.0,311.41408100534625,433.93074413354856,10.54173148973343,4.72838132306239,6.601933395857284,0.6698605166360155,-5.695731489733428,[NH3+]CCSC.[Cl-]
193.41746266551,164.07337556012644,15.03951777379023,36.370813552584146,8.320750629555047,16.0,302.58118522324196,415.35903152532404,11.074179883301285,3.973210222457226,6.024584775730743,0.5055546247343475,-6.228179883301286,[NH3+]CCC=C.[Cl-]
185.10726148413931,154.19852556613776,14.886626481107696,33.79112486944765,7.685500909244561,14.0,302.0513942635566,407.422981870015,11.086848171922604,2.653391267705981,5.912167451339303,0.24289773172882503,-6.240848171922602,[NH3+]CCC#C.[Cl-]
159.30264860559666,129.2167585611267,13.718815403014354,31.119794322519326,8.165666688658558,12.000000000000002,267.34331762692386,351.2588373885546,11.39456446598053,1.0344517101151236,5.882530966111583,0.09029970079511358,-6.548564465980528,[NH3+]CCF.[Cl-]
196.18627889361514,172.34267150933977,14.867547575880423,36.12694466930924,8.825303781484275,17.999999999999996,302.21032716189364,420.73035440346507,11.140142868700483,0.9609370085958261,6.0436526420030585,0.0712736485010875,-6.294142868700484,[NH3+]CC(C)C.[Cl-]
207.65943016935108,182.01046211309506,15.402198580308392,37.19852302734782,7.93580832847479,18.0,325.7341776932884,459.21097191620333,11.202421800479682,4.841652745096001,6.615522500826439,0.7940241302993319,-6.3564218004796835,[NH3+]CCCC(O)=O.[Cl-]
222.3440427943188,203.71798849501977,15.737993433930246,35.15132193843241,7.9599113293419625,21.0,343.2831412853651,495.7920394825676,11.234502462276158,5.1454121501006815,5.809819390007219,0.9181379305393734,-6.388502462276159,[NH3+]CCCCC(O)=O.[Cl-]
207.156132117286,182.2626280978211,15.122359677339382,40.487207143632006,8.507824361032759,19.0,316.29824405355936,445.40180875399034,11.153844597216628,0.616,6.583505156061112,0.05110557465207819,-6.307844597216626,[NH3+]CCCCO.[Cl-]
217.3671884890905,198.44888021837158,16.569124643576234,36.844535197652064,8.929888996136052,17.999999999999993,331.05456891150294,473.9378367600342,11.100386107353213,4.664436167562595,5.524126975196325,0.7161367871392492,-6.254386107353213,[NH3+]CCCCBr.[Cl-]
224.513,209.63,17.77,43.298,9.186,18.0,333.712,486.018,11.086,4.892,5.475,0.798,-6.24,[NH3+]CCCCI.[Cl-]
183.28199018771372,158.52167807622845,14.585837095033382,36.55679964058845,8.628145259591221,15.999999999999998,289.76257125126483,398.1051846312499,11.170245713706718,0.7846939820159821,5.631238125698962,0.06170736277241202,-6.324245713706719,OCCC[NH3+].[Cl-]
177.77106582035373,147.4191383065604,14.775279246520917,32.491233544029946,8.589203548576998,13.0,293.46221297145695,392.63265886672906,11.391300556140814,4.177100978732383,5.702448721373105,0.5983924262469171,-6.545300556140814,[NH3+]CCC#N.[Cl-]
165.2840834767518,138.13629391912738,14.253008001689443,38.72271204477021,8.285841260742618,13.0,267.7162037571615,356.87964508153357,11.313948657540033,1.2076429587189652,5.900991998310558,0.09910268491993533,-6.467948657540032,[NH3+]C1CC1.[Cl-]
187.1901927933259,160.84950345076803,14.91837324333772,40.28710471641408,8.877346614876844,16.0,288.77239224595655,397.5808683357587,11.147521002431445,0.8054282973532778,5.916032683494463,0.061961438994554106,-6.301521002431446,[NH3+]C1CCC1.[Cl-]
206.48566706569414,181.9436853938471,15.297686816393995,37.37231037051665,9.201664138153092,19.0,313.79490104414464,440.8244692578405,11.084818008152823,0.8492044535458495,6.104788664644131,0.06137628486739276,-6.238818008152824,[NH3+]C1CCCC1.[Cl-]
223.71134927591396,205.01830450544014,15.625171566492579,37.9432289351441,9.3067697065783,22.0,332.0693815901738,478.69644807384395,11.088452858495119,1.0944683151916819,5.978757335542501,0.07758732607667274,-6.242452858495118,[NH3+]C1CCCCC1.[Cl-]
